Benchmark,Benchmark Type,Mode,Version,Model,Type,Size,List Name,Unordered Pairs Before,Unordered Pairs After,Unordered Neighbors Before,Unordered Neighbors After,Missing Items,Additional Items,Numeric Similarity,Incorrect Items,Output List Length,Output Length,Thinking Length,Parsed,HasError,ErrorType,IsList,HasEllipsis,RequiredTypeParsing,Unordered Pairs (%),Unordered Neighbors (%),Missing Items (%),Additional Items (%),Incorrect Items (%),Validity Score,Faithfulness Score,Benchmark Score,Overall Score
sortbench,sort-descending,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_4,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_5,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_6,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_7,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_8,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_9,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_10,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_1,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_2,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_3,,,,,0.0,0.0,,,0.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-higher,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_4,,,,,0.0,0.0,,,0.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-higher,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_5,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.6666666666666666,0.8333333333333333
sortbench,filter-higher,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_6,,,,,0.0,0.0,,,0.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-higher,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_7,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-higher,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_8,,,,,0.0,0.0,,,0.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_9,,,,,0.0,0.0,,,0.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_10,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_1,,,,,0.0,0.0,,,0.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-lower,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_2,,,,,0.0,0.0,,,0.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-lower,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_3,,,,,0.0,0.0,,,0.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_4,,,,,0.0,0.0,,,0.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-lower,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_5,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-lower,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_6,,,,,0.0,0.0,,,0.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-lower,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_7,,,,,0.0,0.0,,,0.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-lower,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_8,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-lower,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_9,,,,,0.0,0.0,,,0.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-lower,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_10,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,any,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_1,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_2,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_3,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_4,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_5,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_6,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_7,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,any,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_8,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_9,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,any,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_10,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_1,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_2,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_3,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_4,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_5,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_6,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_7,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_8,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_9,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,gpt-5-mini_reasoning_minimal,ASCII-Cased,2,list_10,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,sort,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_1,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_2,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_3,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_4,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_5,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_6,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_7,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_8,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_9,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_10,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_1,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_2,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_3,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_4,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_5,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,119,0,True,True,Content after last closing bracket,True,False,False,0.0,0.0,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,sort-descending,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_6,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_7,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_8,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_9,1.0,0.0,1.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,sort-descending,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_10,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,18,0,True,False,,True,False,False,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_1,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_2,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_3,,,,,0.0,0.0,,,1.0,2,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,0.6666666666666666,0.41666666666666663
sortbench,filter-higher,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_4,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_5,,,,,0.0,0.0,,,1.0,2,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,0.0,0.25
sortbench,filter-higher,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_6,,,,,0.0,0.0,,,1.0,2,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-higher,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_7,,,,,0.0,0.0,,,0.0,2,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-higher,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_8,,,,,0.0,0.0,,,2.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-higher,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_9,,,,,0.0,0.0,,,1.0,2,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,0.0,0.25
sortbench,filter-higher,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_10,,,,,0.0,0.0,,,1.0,2,0,True,True,Content after last closing bracket,True,False,False,,,0.0,0.0,,0.5,1.0,1.0,0.5
sortbench,filter-lower,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_1,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_2,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_3,,,,,0.0,0.0,,,2.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_4,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_5,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-lower,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_6,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_7,,,,,0.0,0.0,,,2.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_8,,,,,0.0,0.0,,,1.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,0.0,0.5
sortbench,filter-lower,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_9,,,,,0.0,0.0,,,2.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,filter-lower,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_10,,,,,0.0,0.0,,,2.0,2,0,True,False,,True,False,False,,,0.0,0.0,,1.0,1.0,1.0,1.0
sortbench,any,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_1,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_2,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_3,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_4,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_5,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_6,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,any,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_7,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_8,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,any,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_9,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,any,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_10,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_1,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_2,,,,,,,,,,4,0,True,False,,False,False,False,,,,,,1.0,,0.0,0.5
sortbench,all,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_3,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_4,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_5,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_6,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
sortbench,all,advanced,v2.0,claude-haiku-4-5-20251001_reasoning_disabled,ASCII-Cased,2,list_7,,,,,,,,,,5,0,True,False,,False,False,False,,,,,,1.0,,1.0,1.0
